Percent_families_BPL,Percent_over_5yrs_not_speak_english_well,Percent_HS_grad_25yrs_above,Percent_with_health_insurance,ZIP
20.7,0.4,39.8,79.3,39854
7.3,0.0,30.8,93.1,39859
33.2,0.0,42.0,77.5,39861
5.1,1.3,37.6,84.7,39862
24.1,6.2,43.6,57.7,39866
20.7,0.0,26.8,64.3,39867
27.8,0.6,37.7,77.5,39870
0.0,0.0,46.2,82.6,39877
0.0,0.0,36.6,86.2,39885
18.8,0.0,36.8,83.9,39886
19.0,0.0,40.9,75.2,39897
2.9,0.0,32.6,87.2,40003
14.2,1.4,40.5,91.2,40004
20.6,0.0,49.5,87.4,40006
0.0,0.0,74.3,100.0,40007
12.6,0.0,41.4,91.4,40008
6.4,0.0,47.3,85.3,40009
15.8,0.0,29.6,100.0,40010
8.0,1.0,44.6,94.5,40011
1.0,0.5,32.0,94.7,43074
4.6,0.2,40.8,87.3,43076
5.4,0.3,43.4,92.6,43077
11.1,1.0,44.8,91.8,43078
7.4,6.1,41.4,84.0,43080
4.1,2.6,19.2,93.5,43081
1.3,1.3,14.9,97.7,43082
5.6,0.7,50.0,95.2,43084
4.2,3.8,10.9,92.5,43085
29.5,0.0,55.5,87.9,43101
4.0,0.0,41.9,92.2,43102
9.9,0.1,38.2,93.4,43103
7.7,0.5,38.1,97.3,43105
31.1,8.9,45.8,82.2,43106
15.3,2.1,39.3,88.6,43107
0.0,0.0,25.0,62.1,43109
6.3,2.1,30.0,91.3,43110
26.1,0.0,73.1,79.2,43111
1.0,0.2,39.9,93.1,43112
10.7,0.0,46.5,90.0,43113
22.4,0.0,40.5,94.6,43115
3.6,1.6,34.4,97.0,43116
0.0,0.0,61.4,100.0,43117
10.3,6.2,34.5,88.8,43119
6.5,1.4,33.7,90.2,43123
4.7,0.8,35.2,91.6,43125
22.1,0.0,48.6,85.3,43126
0.0,0.0,54.2,92.0,43127
12.4,0.0,48.1,88.2,43128
11.9,0.5,39.6,91.3,43130
16.5,0.1,50.0,91.3,43135
7.3,0.0,28.3,96.4,43136
3.3,3.0,48.1,88.5,43137
15.8,0.5,43.2,87.7,43138
7.6,1.4,41.1,90.5,43140
25.8,0.6,35.5,94.9,43142
6.6,0.2,45.8,91.3,43143
11.0,0.0,67.7,90.8,43144
10.3,0.3,44.5,85.1,43145
7.5,1.0,39.2,94.4,43146
2.0,1.7,22.3,96.1,43147
12.1,0.0,41.9,81.4,43148
6.5,0.0,44.3,85.8,43149
12.6,0.0,31.7,97.1,43150
1.7,0.0,66.2,96.9,43151
8.8,1.0,46.1,98.0,43152
5.3,0.0,42.1,89.8,43153
5.2,0.1,45.2,95.1,43154
4.7,0.0,41.8,89.3,43155
7.1,0.0,66.9,83.7,43156
23.8,0.2,42.5,83.9,43157
20.2,0.0,57.4,91.2,43158
15.5,1.0,47.0,88.1,43160
7.4,0.2,46.9,91.3,43162
11.2,0.7,47.1,87.2,43164
26.9,2.9,14.8,88.5,43201
7.3,7.5,8.0,87.3,43202
49.0,2.7,32.3,81.2,43203
24.1,4.5,34.7,80.3,43204
34.0,0.3,29.7,79.9,43205
22.5,1.4,26.9,86.7,43206
20.9,2.8,41.1,84.2,43207
9.9,2.9,16.8,92.7,43209
46.2,6.6,2.9,98.3,43210
42.0,2.8,37.3,82.7,43211
3.7,2.5,9.6,93.4,43212
23.1,7.5,35.1,80.8,43213
4.8,2.1,13.6,92.4,43214
11.0,1.4,11.1,90.7,43215
31.6,0.3,45.4,83.8,43217
27.3,6.8,30.4,85.6,43219
4.4,5.8,11.1,94.0,43220
3.0,2.8,10.4,95.1,43221
39.2,2.0,25.8,69.2,43222
30.8,2.2,42.0,81.2,43223
22.6,12.1,34.6,80.3,43224
24.7,9.4,35.6,82.7,43227
21.7,11.7,31.1,83.3,43228
18.7,10.8,29.3,82.4,43229
3.4,2.2,20.6,93.5,43230
13.4,6.0,23.2,82.5,43231
19.7,0.0,44.3,87.3,45769
49.2,0.0,51.8,86.7,45770
18.3,1.4,44.0,89.3,45771
21.4,0.0,34.7,88.9,45772
0.0,0.0,23.9,83.3,45773
13.7,0.0,43.9,81.9,45775
32.8,0.0,30.9,94.1,45776
13.3,1.7,47.0,95.9,45778
10.2,0.2,40.0,95.9,45779
34.1,1.3,31.4,95.6,45780
40.0,0.0,46.1,86.4,45782
15.3,0.0,41.4,86.0,45784
2.0,0.0,46.6,90.4,45786
0.0,0.0,59.5,100.0,45787
10.5,0.0,57.0,97.1,45788
0.0,0.0,64.9,72.8,45789
18.6,0.8,40.0,87.2,45801
29.2,0.4,43.4,86.5,45804
9.8,0.7,35.1,89.7,45805
6.7,0.1,39.3,91.4,45806
2.4,0.4,42.9,92.9,45807
8.8,0.0,47.2,88.8,45808
0.0,0.0,36.8,100.0,45809
7.0,1.0,36.0,93.2,45810
20.8,1.1,50.2,97.4,45812
7.6,0.2,50.8,91.9,45813
7.3,0.0,41.1,92.9,45814
1.8,0.0,50.7,88.5,45816
6.8,1.0,36.6,94.9,45817
10.7,0.0,44.4,89.8,45819
8.5,0.3,46.2,86.7,45820
13.1,0.2,49.4,94.3,45821
7.9,0.8,45.8,91.7,45822
4.2,0.0,51.9,98.3,45826
4.2,0.1,46.5,95.8,45827
0.8,1.2,56.2,92.9,45828
5.6,0.5,45.5,95.0,45830
4.2,0.1,47.2,94.5,45831
7.0,0.9,51.3,93.8,45832
5.3,0.5,41.0,94.1,45833
7.2,0.0,58.1,99.0,45835
16.6,0.3,53.9,92.2,45836
12.5,0.0,61.1,95.5,45838
11.1,1.7,33.0,91.3,45840
0.4,0.1,47.2,94.7,45841
5.6,0.3,45.8,93.4,45843
4.2,0.3,43.9,97.5,45844
2.0,0.0,50.3,95.5,45845
3.2,0.0,54.9,95.5,45846
2.0,0.0,52.5,87.5,45849
15.0,0.0,51.4,90.1,45850
11.5,6.2,59.0,94.6,45851
0.0,0.3,32.9,97.6,45853
10.9,0.0,55.0,72.6,45854
8.2,0.0,51.1,89.8,45855
6.0,2.7,50.6,93.8,45856
8.4,0.9,45.8,95.3,45858
13.1,3.0,61.6,69.6,45859
0.0,0.0,54.0,97.4,45860
13.3,0.0,48.3,92.7,45861
7.0,0.0,49.2,94.9,45862
4.1,0.2,47.0,98.1,45863
2.5,0.0,55.1,91.5,45864
5.9,0.6,40.1,93.4,45865
4.6,0.0,48.9,89.0,45866
10.9,0.0,41.9,92.4,45867
4.9,0.2,44.5,94.1,45868
3.2,0.7,40.1,97.7,45869
0.0,0.0,24.6,74.8,45870
4.1,2.2,37.8,95.2,45871
8.4,2.2,52.4,89.8,45872
10.4,0.4,49.9,89.1,45873
7.2,0.2,60.3,85.0,45874
2.1,1.5,38.8,94.4,45875
0.9,0.0,38.8,100.0,45876
1.8,0.3,35.1,96.8,45877
11.3,2.7,47.4,92.1,45879
4.1,3.1,54.6,93.2,45880
9.6,0.1,60.0,84.5,45881
6.9,0.1,47.8,95.4,45882
0.6,0.5,47.5,91.4,45883
11.5,1.4,44.0,88.4,36558
0.0,0.0,15.5,100.0,36559
17.3,0.0,45.7,88.2,36560
5.5,3.9,23.9,86.6,36561
22.2,0.9,46.4,88.8,36562
0.0,0.0,0.0,100.0,36564
11.3,3.8,41.1,79.0,36567
0.0,73.4,60.5,0.0,36568
12.9,0.0,54.2,84.0,36569
8.9,0.4,38.7,88.7,36571
9.4,0.5,42.1,93.5,36572
2.8,0.0,51.4,88.8,36574
6.7,1.9,38.7,89.3,36575
6.9,4.7,37.6,82.0,36576
2.6,0.0,39.4,94.0,36578
22.1,0.0,29.4,92.6,36579
22.9,0.6,35.7,78.8,36580
0.0,0.0,84.1,62.3,36581
14.6,1.4,39.2,85.5,36582
23.6,0.0,35.7,77.9,36583
18.9,4.0,43.4,82.8,36584
13.7,0.0,49.2,70.5,36585
14.4,0.0,37.3,82.4,36587
-666666666.0,-666666666.0,-666666666.0,-666666666.0,36590
9.3,1.7,22.6,88.5,36602
36.7,0.3,35.2,78.4,36603
16.7,0.9,20.5,86.8,36604
34.7,1.5,35.4,81.4,36605
29.5,1.4,29.2,84.0,36606
21.8,0.0,31.2,82.7,36607
11.5,2.8,23.3,86.7,36608
15.6,3.9,26.0,86.3,36609
40.1,0.0,40.5,78.0,36610
31.8,1.3,38.0,81.7,36611
31.7,0.0,40.8,80.7,36612
14.6,0.5,42.0,83.4,36613
-666666666.0,-666666666.0,-666666666.0,-666666666.0,36615
-666666666.0,-666666666.0,-666666666.0,-666666666.0,36616
30.4,0.2,34.6,78.2,36617
13.1,1.3,33.8,87.6,36618
7.2,0.7,31.0,85.1,36619
-666666666.0,4.2,0.0,91.1,36688
6.5,1.7,27.0,90.5,36693
4.8,2.8,24.7,91.6,36695
24.9,0.3,33.6,88.7,36701
33.2,0.1,37.2,81.6,36703
50.5,0.0,17.8,89.7,36720
12.9,0.0,44.6,80.2,36722
33.3,0.0,18.0,75.4,36723
31.0,0.0,46.5,84.3,36726
88.9,0.0,67.2,74.5,36727
55.4,0.0,32.7,68.4,36728
23.4,0.9,38.4,88.8,36732
19.9,0.0,48.9,83.8,36736
29.4,0.0,43.5,84.0,36738
36.4,0.0,42.5,86.6,36740
2.6,1.0,46.4,82.2,36742
29.3,0.1,44.3,84.9,36744
15.4,0.2,42.7,92.1,36748
4.3,0.0,32.7,92.1,36749
20.8,0.3,44.1,84.6,36750
57.3,0.0,35.3,89.0,36751
3.4,0.0,23.7,81.1,36752
-666666666.0,0.0,22.2,100.0,36753
9.2,0.0,54.6,93.5,36754
21.6,0.9,42.6,86.1,36756
10.9,1.1,48.0,88.9,36758
36.7,0.0,26.7,77.7,36759
12.1,0.0,47.2,87.2,36761
17.6,0.0,25.0,75.2,36763
37.1,1.5,55.3,89.4,36765
0.0,0.0,15.0,100.0,36766
45.8,0.0,29.3,87.7,36767
18.6,0.0,47.5,88.0,36768
25.0,0.3,39.6,79.0,36769
15.6,0.0,36.3,97.7,36773
13.4,0.0,37.1,86.2,36775
27.4,0.0,44.0,88.9,36776
18.1,0.0,38.1,89.9,36782
8.3,0.4,55.5,92.2,36783
12.5,0.3,37.3,87.0,36784
15.9,0.0,63.7,90.7,40012
3.8,0.0,44.2,91.3,40013
1.9,1.2,23.0,94.6,40014
20.6,1.8,48.2,86.7,40019
0.0,0.0,42.0,86.0,40020
0.0,5.3,36.7,90.4,40022
1.3,0.0,19.7,98.0,40023
0.0,3.4,27.6,100.0,40025
1.7,0.6,13.7,97.3,40026
9.3,2.5,29.4,92.3,40031
16.8,2.0,42.6,90.6,40033
0.0,0.0,26.9,92.1,40036
16.5,0.2,53.2,89.5,40037
22.9,0.0,46.8,85.2,40040
-666666666.0,0.0,38.5,100.0,40041
7.6,1.4,45.4,84.2,40045
5.6,0.0,36.6,91.4,40046
7.4,0.2,36.1,95.1,40047
-666666666.0,0.0,6.7,81.8,40048
-666666666.0,0.0,3.7,100.0,40049
29.6,0.0,49.4,85.4,40050
16.7,0.5,49.6,89.9,40051
14.8,0.0,38.3,78.4,40052
1.0,0.6,39.8,96.1,40055
6.5,1.7,26.7,95.8,40056
14.2,0.9,47.4,85.9,40057
64.0,0.0,38.2,86.7,40058
2.4,1.4,9.4,96.5,40059
13.7,0.0,51.6,86.9,40060
5.1,0.0,55.1,96.2,40062
0.0,0.8,55.1,100.0,40063
10.4,5.6,32.4,86.7,40065
5.2,2.8,25.9,87.7,40067
9.7,1.1,37.0,94.8,40068
13.2,1.1,41.9,91.6,40069
15.3,0.0,28.7,70.9,40070
6.0,0.7,37.0,92.1,40071
12.0,0.0,48.0,76.1,40075
8.5,4.6,39.8,91.2,40076
0.0,1.9,38.7,98.4,40077
11.9,3.1,36.9,84.1,40078
6.8,1.8,36.5,85.2,40104
11.8,1.2,44.9,87.3,40107
10.2,0.7,38.7,86.1,40108
4.8,0.9,42.9,93.6,40109
0.0,0.0,100.0,100.0,40110
18.2,0.0,42.9,90.8,40111
14.2,0.0,32.9,92.6,40115
6.4,0.8,47.5,87.6,40117
11.8,5.3,44.2,84.7,40118
11.7,0.5,47.5,90.5,40119
8.8,2.9,20.6,98.0,40121
10.3,0.0,27.0,91.7,40140
30.2,0.3,44.8,87.2,40142
11.9,0.6,45.6,89.2,40143
12.5,2.7,47.6,77.3,40144
22.4,0.0,39.9,74.2,40145
14.5,0.4,46.0,87.7,40146
12.3,0.4,49.2,91.9,40150
0.0,0.0,45.3,91.8,40152
36.1,3.8,45.8,77.6,40155
0.0,0.0,49.4,87.3,40157
15.0,2.0,33.3,88.9,40160
26.9,0.0,32.3,81.6,40161
5.1,0.5,30.2,91.2,40162
8.4,0.6,42.7,93.3,40165
34.6,0.0,58.1,84.8,40170
24.4,0.0,44.9,94.4,40171
8.4,0.7,34.3,89.8,40175
7.8,2.1,37.9,89.2,40176
22.2,1.7,35.6,78.1,40177
0.0,4.3,28.3,82.2,40178
33.2,1.5,36.5,82.0,40202
48.3,2.6,28.8,82.6,40203
9.2,0.7,16.1,88.3,40204
4.6,1.5,12.9,94.9,40205
6.8,1.5,15.1,90.5,40206
5.8,2.9,11.7,93.3,40207
29.7,1.8,28.0,84.4,40208
55.2,6.7,9.2,96.9,40209
38.1,4.1,33.9,83.9,40210
20.2,3.9,40.0,85.7,43232
5.1,7.1,15.2,89.9,43235
3.7,6.2,21.7,96.0,43240
15.5,1.4,41.7,88.6,43302
7.9,1.5,54.1,81.9,43310
12.2,0.8,49.3,90.5,43311
4.8,0.1,49.1,94.9,43314
9.2,0.3,46.9,90.4,43315
4.9,0.8,49.6,90.8,43316
10.3,0.0,36.2,89.2,43317
20.6,7.0,45.2,72.9,43318
0.0,0.0,53.9,94.7,43319
3.4,1.0,47.7,88.8,43320
7.8,0.0,55.1,92.6,43321
4.0,0.0,52.0,91.0,43322
14.9,0.0,45.2,91.5,43323
6.3,1.2,45.7,90.4,43324
15.9,0.8,51.9,84.7,43326
7.4,0.0,71.7,82.9,43330
12.0,0.1,58.5,87.3,43331
13.2,1.4,51.7,94.1,43332
1.1,0.0,48.1,88.0,43333
4.7,1.3,41.5,90.7,43334
-666666666.0,-666666666.0,-666666666.0,-666666666.0,43336
2.5,0.0,37.1,95.6,43337
8.4,0.2,46.7,94.3,43338
16.9,5.6,50.7,67.8,43340
11.6,0.0,57.1,83.9,43341
4.0,0.7,41.5,93.9,43342
10.6,1.2,49.7,87.8,43343
8.9,0.3,49.5,89.9,43344
7.1,0.3,59.8,81.9,43345
12.2,1.2,48.1,92.0,43347
23.0,0.0,50.2,85.7,43348
8.8,2.1,49.3,90.9,43351
3.0,0.7,43.2,97.3,43356
1.0,0.5,45.1,95.1,43357
6.7,0.4,53.8,88.8,43358
7.9,0.0,60.5,90.1,43359
1.1,1.7,38.8,96.7,43360
11.1,2.3,27.8,92.3,43402
-666666666.0,1.2,0.0,99.5,43403
18.4,0.3,48.1,87.6,43406
1.0,0.0,38.3,99.5,43407
18.2,1.0,60.7,95.1,43408
8.7,0.6,45.0,92.1,43410
4.7,0.4,45.3,91.3,43412
6.0,0.7,47.2,92.8,43413
3.0,1.0,40.4,97.1,43416
14.3,1.8,42.5,91.0,43420
4.6,0.8,36.0,91.4,43430
8.7,0.3,44.3,88.9,43431
0.0,0.0,54.4,100.0,43432
0.0,0.0,50.0,0.0,43433
45.5,0.0,32.8,96.9,43434
6.8,0.0,46.5,95.6,43435
16.9,0.5,47.5,89.8,43437
0.0,0.0,36.8,87.7,43438
0.0,0.0,20.5,100.0,43439
5.4,0.5,38.2,90.3,43440
10.3,2.0,45.7,96.7,43442
3.0,0.5,37.1,96.2,43443
8.3,1.8,39.5,93.6,43445
0.0,0.0,34.1,98.6,43446
4.2,2.4,36.0,94.0,43447
7.5,0.4,41.7,89.5,43449
8.6,1.3,30.6,94.0,43450
3.4,4.4,39.0,98.2,43451
10.0,0.6,35.8,92.8,43452
6.7,0.0,18.2,91.9,43456
12.5,0.2,57.5,92.7,43457
10.7,0.4,46.0,91.3,43458
9.2,0.4,28.0,95.1,43460
4.2,0.6,46.2,98.0,43462
-666666666.0,0.0,100.0,100.0,43463
2.5,0.0,51.6,88.6,43464
3.3,0.5,45.1,92.9,43465
4.3,1.7,51.4,97.3,43466
19.0,0.0,50.9,81.2,43467
0.0,0.0,46.7,96.9,43468
4.9,2.0,31.5,92.3,43469
31.9,11.2,37.9,77.0,46320
7.1,6.7,26.0,92.6,46321
5.1,3.1,35.2,92.7,46322
16.1,9.4,36.9,84.6,46323
18.7,6.3,35.1,84.3,46324
30.0,17.4,38.0,72.2,46327
12.8,0.7,50.1,94.7,46340
9.4,1.5,41.3,87.8,46341
8.3,3.1,41.0,88.4,46342
0.0,0.8,51.0,87.9,46345
16.2,1.5,39.1,77.2,46346
4.0,0.7,44.1,91.5,46347
4.0,0.5,46.8,89.5,46348
8.5,0.0,47.9,88.2,46349
9.9,3.0,39.4,88.5,46350
5.3,0.8,39.0,87.5,46356
20.5,2.4,37.2,86.8,46360
0.0,0.0,47.1,92.2,46365
14.1,1.9,41.2,89.0,46366
14.2,3.0,40.4,87.1,46368
15.0,5.1,33.0,92.0,46371
2.7,2.3,26.5,94.6,46373
13.2,0.0,54.2,89.1,46374
3.2,5.6,32.6,89.8,46375
12.1,0.0,63.0,81.4,46376
0.0,0.0,50.6,78.6,46377
63.9,0.0,34.7,100.0,46379
0.0,0.0,74.1,87.7,46381
4.1,0.0,45.3,91.6,46382
9.7,1.8,30.4,91.1,46383
6.2,1.1,32.2,90.6,46385
5.6,1.3,53.6,91.0,46390
11.9,0.6,37.9,92.4,46391
5.2,2.6,49.3,91.1,46392
0.0,0.0,49.1,85.9,46393
13.1,6.9,41.8,83.8,46394
47.6,1.1,33.9,82.1,46402
24.0,1.3,31.2,85.5,46403
26.8,0.2,35.4,82.6,46404
18.0,6.1,45.2,79.3,46405
30.3,2.4,40.5,79.4,46406
41.9,0.3,36.3,82.1,46407
30.3,2.4,39.8,79.7,46408
34.5,1.6,35.0,77.6,46409
9.1,3.3,33.0,86.8,46410
7.4,1.6,50.1,80.2,46501
0.0,0.0,41.4,86.0,46502
7.7,1.6,52.2,86.9,46504
3.0,7.4,37.2,82.8,46506
7.6,4.3,37.9,83.8,46507
30.0,0.0,69.0,73.0,46508
7.4,0.0,44.1,91.1,46510
9.9,0.3,35.9,91.0,46511
10.2,4.9,40.5,87.3,46514
19.6,8.1,39.3,78.8,46516
20.0,10.0,36.9,83.3,46517
7.7,4.1,36.4,76.3,46524
10.0,12.4,33.0,81.2,46526
13.4,12.4,35.2,77.5,46528
3.9,2.4,20.3,95.2,46530
15.2,0.0,33.7,92.3,46531
7.3,0.3,35.5,92.1,46532
11.2,2.0,43.9,87.9,46534
13.1,0.2,41.6,86.9,46536
5.5,0.0,38.1,88.4,46537
4.5,1.8,40.9,90.1,46538
6.8,1.7,52.1,92.0,46539
7.8,6.5,26.1,68.6,46540
10.4,3.7,50.0,82.3,46542
4.9,19.8,30.5,44.7,46543
13.0,0.8,33.5,85.1,46544
14.1,4.4,31.8,84.1,46545
4.9,8.5,36.2,69.3,46550
7.5,0.6,36.4,92.4,46552
3.6,1.9,44.2,83.3,46553
14.3,0.7,47.0,89.7,46554
5.9,0.9,33.6,87.7,46555
31.4,2.4,11.0,96.9,46556
7.7,1.6,34.2,91.6,46561
9.5,2.0,41.9,90.3,46562
11.7,5.4,40.3,85.3,46563
23.2,1.1,39.2,78.4,36785
42.0,0.0,32.4,85.2,36786
0.0,0.0,36.1,100.0,36790
10.5,0.0,59.4,98.5,36792
6.4,1.6,48.7,79.9,36793
19.9,6.1,28.3,86.2,36801
17.7,0.5,36.8,84.5,36804
10.0,6.7,13.1,93.5,36830
24.2,3.5,19.5,89.2,36832
-666666666.0,0.9,100.0,98.5,36849
18.9,0.2,42.4,81.8,36850
26.6,0.0,27.8,84.4,36852
11.3,0.2,32.8,88.4,36853
13.6,0.7,34.1,85.8,36854
13.4,0.0,39.3,90.0,36855
2.4,1.6,19.7,85.4,36856
5.0,0.0,30.5,97.3,36858
0.0,0.0,11.1,88.9,36859
24.0,0.0,40.1,91.5,36860
12.0,0.0,37.4,88.2,36861
14.7,0.0,38.5,85.7,36862
21.2,0.3,40.4,86.2,36863
45.5,0.0,80.8,86.7,36865
20.2,0.0,37.8,91.5,36866
19.4,1.8,27.0,83.0,36867
17.7,1.2,35.6,86.5,36869
9.0,0.5,32.3,88.0,36870
14.2,5.3,29.4,84.5,36871
10.7,0.4,38.4,86.5,36874
13.5,0.6,36.7,82.5,36875
10.4,0.4,27.9,89.8,36877
20.3,1.2,31.5,79.3,36879
64.4,0.0,43.4,91.6,36901
10.3,0.0,34.4,88.1,36904
31.3,0.0,55.4,71.7,36907
7.4,0.0,39.1,88.8,36908
0.0,0.0,0.0,100.0,36910
21.1,0.4,43.6,88.0,36912
32.3,0.0,25.0,72.7,36913
10.9,0.0,42.5,92.4,36915
18.3,0.0,37.3,68.9,36916
35.3,0.0,37.5,83.4,36919
22.1,0.0,33.2,87.7,36921
5.9,0.0,23.7,87.8,36922
39.5,0.0,38.0,86.6,36925
6.7,1.3,26.8,85.1,37010
8.5,4.6,53.1,89.0,37012
10.8,14.0,26.4,81.5,37013
1.5,2.3,20.3,92.0,37014
10.4,0.6,39.6,88.1,37015
8.9,0.0,48.6,91.6,37016
22.8,0.0,43.0,84.3,37018
0.0,4.3,53.8,84.8,37019
4.9,1.1,39.3,92.6,37020
8.0,0.1,44.8,86.6,37022
22.2,1.6,48.2,87.2,37023
12.7,0.7,43.4,82.3,37025
11.6,1.3,39.9,89.0,37026
2.1,2.7,9.1,95.9,37027
13.4,0.1,41.3,87.8,37028
3.2,0.5,37.0,94.0,37029
13.0,0.7,46.9,90.9,37030
3.0,0.2,41.4,89.5,37031
9.5,0.0,48.9,87.7,37032
15.3,1.0,39.2,81.2,37033
10.3,0.8,35.4,90.6,37034
12.6,0.0,40.2,86.8,37035
10.1,0.0,41.4,83.6,37036
6.7,1.4,36.1,87.9,37037
16.6,2.6,29.6,87.7,37040
14.2,4.9,30.5,86.9,37042
7.3,2.0,30.7,90.8,37043
6.2,0.4,34.9,92.6,37046
7.4,1.0,39.0,88.4,37047
10.4,0.7,39.7,93.4,37048
6.4,0.0,37.1,90.5,37049
20.2,0.2,40.7,84.4,37050
12.9,0.7,44.9,87.3,37051
3.2,0.0,42.5,86.4,37052
14.5,1.9,45.2,87.2,37055
8.4,0.0,49.6,86.8,37057
28.0,0.7,36.9,85.2,40211
29.6,0.1,39.5,84.8,40212
17.0,4.7,34.3,84.8,40213
16.0,12.3,34.4,85.6,40214
26.5,6.1,37.4,79.7,40215
13.6,1.6,38.4,87.8,40216
13.8,1.6,25.1,92.5,40217
14.4,8.6,31.4,88.3,40218
18.7,10.0,38.1,85.6,40219
6.8,4.1,22.6,90.5,40220
4.2,3.4,15.2,92.1,40222
4.0,3.3,14.2,93.5,40223
6.5,2.6,29.4,92.4,40228
8.7,1.2,39.7,88.3,40229
-666666666.0,-666666666.0,-666666666.0,-666666666.0,40231
3.9,2.6,12.8,94.7,40241
4.4,4.0,18.3,89.7,40242
4.8,1.0,19.2,93.2,40243
3.1,2.1,15.6,97.4,40245
9.4,0.9,43.1,89.2,40258
8.8,1.9,40.7,88.4,40272
7.2,3.4,0.0,89.7,40280
4.9,2.6,27.0,92.6,40291
5.2,2.6,24.3,93.4,40299
35.2,0.0,51.8,83.6,40310
16.1,0.9,41.3,84.6,40311
23.5,0.5,41.5,83.9,40312
26.8,0.4,41.9,79.0,40313
30.5,0.0,44.6,90.6,40316
27.6,0.0,36.1,86.7,40322
8.9,2.4,29.3,90.7,40324
19.4,2.7,35.2,81.2,40328
15.3,1.3,39.0,89.3,40330
-666666666.0,2.9,0.0,46.9,40334
26.4,0.1,48.3,86.2,40336
24.4,0.1,42.0,88.0,40337
-666666666.0,-666666666.0,-666666666.0,-666666666.0,40339
6.6,0.3,38.8,91.4,40342
38.3,0.0,42.7,89.8,40346
6.1,2.8,22.4,89.2,40347
20.2,0.0,34.0,76.3,40348
0.0,0.0,19.8,90.2,40350
16.0,0.7,28.9,87.4,40351
17.3,1.1,37.9,85.2,40353
15.0,1.9,30.6,88.0,40356
17.5,1.3,14.5,78.5,40358
12.2,0.0,48.7,91.5,40359
19.2,0.9,39.6,89.1,40360
12.3,4.2,37.4,87.3,40361
-666666666.0,-666666666.0,-666666666.0,-666666666.0,40363
5.4,0.2,38.2,91.0,40370
19.2,0.0,45.9,80.0,40371
5.0,0.0,38.1,86.9,40372
19.2,0.3,36.7,93.8,40374
-666666666.0,-666666666.0,-666666666.0,-666666666.0,40376
7.3,0.0,38.9,88.3,40379
14.7,0.9,39.4,90.3,40380
9.2,3.8,28.8,91.1,40383
9.1,0.0,45.6,89.6,40385
21.2,0.0,42.1,84.5,40387
20.1,2.4,19.3,93.4,40390
10.1,1.5,35.2,88.9,40391
19.8,1.1,44.7,92.2,40402
15.2,1.7,36.6,89.4,40403
-666666666.0,1.9,0.0,90.8,40404
15.0,0.4,41.2,87.6,40409
20.4,1.3,45.6,83.1,40419
11.6,1.8,33.8,88.9,40422
0.0,0.0,33.3,100.0,40434
22.6,1.2,46.3,87.1,40437
10.8,0.5,42.8,91.2,40440
26.5,1.0,34.5,90.5,40442
17.4,0.4,38.8,86.4,40444
49.8,0.0,42.4,80.0,40445
22.5,0.0,39.2,80.9,40447
100.0,0.0,0.0,100.0,40448
23.0,0.0,39.2,90.0,40456
21.5,0.0,62.9,93.2,40460
8.9,4.4,36.4,81.9,40461
8.7,0.0,46.0,93.6,40464
17.3,1.1,38.5,88.2,40468
15.0,0.0,51.5,89.3,43501
7.8,0.4,35.3,94.7,43502
4.6,0.1,49.1,94.5,43504
6.3,0.0,43.1,100.0,43505
11.6,1.2,45.5,92.0,43506
7.6,0.1,45.7,96.9,43511
9.6,1.0,43.0,89.9,43512
8.2,0.2,40.0,94.5,43515
13.9,1.3,53.3,93.0,43516
6.1,0.6,48.5,93.2,43517
9.6,0.2,51.1,92.6,43518
12.5,0.0,66.4,100.0,43519
13.4,2.1,45.4,90.3,43521
7.9,0.7,36.6,94.2,43522
-666666666.0,-666666666.0,-666666666.0,-666666666.0,43523
6.3,1.4,47.9,94.2,43524
1.7,0.4,28.3,96.1,43525
7.2,2.7,45.6,84.1,43526
6.5,3.5,46.2,90.4,43527
10.2,1.1,26.8,92.6,43528
20.3,2.8,59.1,93.6,43529
0.0,0.0,16.4,68.4,43531
5.8,0.9,46.2,93.8,43532
1.9,0.0,50.2,94.9,43533
3.5,0.8,38.6,92.5,43534
14.7,0.0,37.1,92.2,43535
5.5,0.0,51.2,98.0,43536
5.6,0.8,23.0,94.7,43537
1.6,0.3,46.7,97.0,43540
8.2,0.0,45.4,84.1,43541
0.0,0.8,26.3,96.5,43542
10.3,0.7,45.8,92.5,43543
8.2,0.6,42.8,92.4,43545
0.0,0.0,46.8,93.2,43547
10.1,0.9,44.5,97.1,43548
8.4,0.0,49.0,90.1,43549
5.3,2.0,22.2,94.8,43551
18.5,0.0,52.7,92.7,43553
13.5,2.4,45.4,88.6,43554
0.0,0.0,56.3,100.0,43555
13.7,0.5,45.0,96.0,43556
4.1,1.2,38.6,90.2,43557
4.4,0.3,41.0,93.5,43558
4.9,1.5,19.8,94.8,43560
6.3,1.3,53.3,91.7,43565
3.0,1.0,25.7,94.2,43566
9.2,2.0,40.4,94.1,43567
5.5,1.5,40.1,89.4,43569
10.6,0.9,44.4,92.9,43570
5.7,1.4,26.5,97.5,43571
56.6,1.9,28.5,84.4,43604
36.9,2.8,42.6,84.9,43605
16.1,2.8,20.7,91.2,43606
30.2,3.4,33.9,86.0,43607
28.7,2.2,36.0,84.8,43608
36.9,3.0,35.6,81.2,43609
28.8,0.7,25.7,85.2,43610
20.3,1.1,38.7,90.2,43611
20.1,1.9,41.7,87.7,43612
