Percent_families_BPL,Percent_over_5yrs_not_speak_english_well,Percent_HS_grad_25yrs_above,Percent_with_health_insurance,ZIP
12.7,5.3,26.2,87.3,49321
15.4,0.2,44.1,85.7,49322
6.3,1.4,45.8,94.6,49323
8.5,0.5,42.3,94.0,49325
7.6,1.2,38.5,92.3,49326
12.5,2.6,40.2,89.7,49327
5.5,0.6,44.3,91.0,49328
9.8,0.6,39.7,86.8,49329
9.7,2.7,40.0,86.6,49330
8.4,0.6,30.0,92.4,49331
11.1,0.0,37.4,90.5,49332
3.3,0.3,32.4,96.3,49333
0.0,0.0,68.2,80.4,49335
11.8,26.8,33.9,88.1,52737
8.7,19.5,34.0,94.7,52738
10.3,18.9,44.5,80.6,52739
6.1,0.2,32.0,95.7,52742
0.0,0.5,42.6,93.9,52745
0.7,0.0,31.3,88.4,52746
4.9,0.5,35.5,97.0,52747
4.3,0.4,29.9,91.2,52748
1.5,0.2,38.6,97.0,52749
1.2,1.6,44.3,100.0,52750
0.0,0.0,43.4,98.0,52751
7.2,4.0,41.1,92.7,52752
2.7,0.0,27.8,96.6,52753
12.9,0.0,29.2,87.9,52754
4.0,0.6,32.4,97.7,52755
1.3,0.2,26.1,95.9,52756
15.4,0.0,44.4,97.3,52757
10.2,1.1,23.5,97.4,52758
0.0,0.0,74.9,100.0,52760
12.3,4.7,33.7,92.7,52761
5.7,0.5,49.3,96.8,52765
0.6,3.0,31.1,92.9,52766
0.0,0.0,12.2,100.0,52767
3.3,0.2,35.2,91.6,52768
19.0,0.0,36.8,85.8,52769
3.3,1.6,42.7,95.0,52772
4.9,1.7,37.9,92.2,52773
0.0,0.0,49.3,97.0,52774
8.7,20.0,33.6,86.5,52776
6.6,0.0,35.0,95.7,52777
5.9,0.3,36.5,94.6,52778
0.0,1.4,30.6,86.6,52801
18.1,5.3,42.6,87.5,52802
14.0,1.9,27.0,89.1,52803
8.9,1.9,33.4,91.5,52804
14.1,2.8,31.7,90.5,52806
5.1,3.7,20.3,92.6,52807
1.3,0.2,43.1,94.5,53001
0.5,0.0,33.6,96.6,53002
0.0,0.0,49.0,100.0,53003
1.5,2.7,35.3,93.9,53004
2.4,1.9,16.4,97.2,53005
9.0,1.9,45.3,94.9,53006
5.7,0.8,38.1,88.2,53007
5.7,1.0,44.8,95.8,53010
4.9,2.1,40.8,93.7,53011
1.9,0.9,22.6,96.1,53012
3.6,0.8,36.7,95.4,53013
9.0,1.3,44.2,97.0,53014
2.9,2.6,32.1,94.8,53015
3.4,0.0,49.2,88.0,53016
2.8,0.9,23.1,97.2,53017
2.2,0.5,17.7,97.3,53018
6.2,0.5,41.2,96.8,53019
4.8,0.3,37.7,95.0,53020
4.3,1.0,39.4,95.9,53021
2.7,1.7,23.2,96.9,53022
1.5,1.4,49.4,95.5,53023
4.5,1.8,20.8,96.3,53024
3.2,1.9,33.4,93.7,53027
1.9,1.6,21.1,95.0,53029
0.0,0.0,0.0,100.0,53031
6.2,0.5,40.4,95.3,53032
1.6,0.7,27.8,97.2,53033
3.7,0.3,44.4,95.4,53034
3.5,0.9,44.4,93.0,53035
1.7,0.4,29.5,93.9,53036
4.1,1.1,29.5,95.4,53037
3.5,1.5,29.8,95.6,53038
9.9,3.3,40.7,93.1,53039
5.2,2.3,33.8,96.0,53040
2.1,0.6,41.7,94.5,53042
1.2,1.8,13.7,97.9,53044
1.6,3.3,16.1,95.8,53045
3.9,4.4,35.4,91.7,53046
14.3,0.0,22.4,87.5,53047
5.0,2.8,39.9,96.4,53048
2.9,1.6,35.6,96.1,53049
5.8,1.6,41.5,94.1,53050
2.9,2.7,26.8,96.8,53051
2.3,0.5,44.4,97.9,53057
13.9,0.2,41.3,93.5,56237
1.3,1.6,32.7,91.3,56239
7.9,2.8,43.4,93.9,56240
7.8,0.6,40.2,87.8,56241
8.5,1.7,41.9,92.4,56243
3.3,4.3,28.0,92.5,56244
6.1,4.0,35.4,86.6,56245
10.0,0.9,39.1,96.0,56248
2.2,0.0,50.0,98.2,56249
3.8,0.6,29.8,94.1,56251
4.7,3.4,34.6,92.9,56252
2.9,1.0,32.8,92.3,56253
3.9,0.3,43.8,87.0,56255
5.1,0.9,35.6,95.7,56256
6.3,0.0,45.3,96.6,56257
10.9,4.8,32.5,93.4,56258
10.8,0.7,45.3,95.2,56260
11.2,11.3,35.0,88.3,56262
5.0,1.1,38.7,93.9,56263
4.5,3.4,37.1,94.8,56264
11.7,3.2,33.4,92.2,56265
7.9,0.5,39.1,93.8,56266
3.5,2.5,24.9,96.4,56267
8.1,0.8,39.5,78.4,56270
11.4,3.0,35.4,91.3,56271
3.6,0.9,28.9,93.3,56273
4.9,0.0,24.2,96.8,56274
3.3,0.0,42.5,85.8,56276
7.7,1.2,35.5,90.5,56277
12.8,0.8,40.5,94.9,56278
5.6,2.7,27.5,93.7,56279
2.5,1.0,46.5,96.5,56280
3.8,2.5,25.9,99.5,56281
7.2,1.5,32.6,92.9,56282
8.8,0.2,35.5,92.4,56283
6.1,1.8,34.4,96.5,56284
6.3,1.3,35.9,94.7,56285
0.0,2.5,63.4,95.3,56287
0.8,0.3,25.2,95.6,56288
1.6,0.3,35.3,89.5,56289
8.0,0.4,33.9,97.2,56291
9.3,0.0,45.3,94.6,56292
1.7,0.0,35.6,95.8,56293
0.0,0.0,46.8,96.6,56294
1.1,0.7,43.7,85.7,56295
7.0,1.4,34.6,97.8,56296
5.1,2.3,39.1,94.1,56297
9.6,4.0,23.7,93.7,56301
11.7,5.1,27.4,92.1,56303
18.4,1.9,27.1,90.1,56304
4.7,1.4,36.5,95.2,56307
4.0,0.3,28.0,94.3,56308
4.8,0.5,30.6,96.4,56309
3.9,0.5,37.7,97.0,56310
6.1,0.3,40.5,94.2,56311
8.0,0.2,42.1,91.5,56312
38.9,0.0,53.6,93.3,56313
7.4,0.2,44.2,92.3,56314
5.9,0.5,39.5,93.6,56315
5.6,0.4,41.7,89.8,56316
4.4,0.2,38.1,95.2,56318
2.1,0.4,28.5,95.6,56319
5.8,1.2,33.0,96.6,56320
-666666666.0,2.8,0.0,98.2,56321
9.6,0.8,42.7,83.7,56323
3.9,0.6,27.4,94.9,56324
11.8,0.0,34.1,99.4,56325
8.2,0.9,34.9,91.7,56326
3.0,0.6,32.4,99.7,56327
11.4,0.0,58.0,89.6,56328
5.1,0.2,38.9,93.8,56329
4.6,1.3,38.0,94.3,56330
2.5,0.8,43.0,95.9,56331
3.1,0.2,23.7,94.4,56332
6.9,0.5,32.6,95.5,56334
6.6,0.0,57.3,96.4,56335
3.6,0.7,38.2,96.3,56336
5.6,0.3,49.1,91.8,56338
12.0,2.6,35.3,92.5,56339
3.6,0.0,43.9,95.9,56340
8.2,0.4,42.5,90.5,56342
0.0,0.0,50.0,80.6,59077
8.8,0.0,51.1,84.3,59078
7.0,0.0,39.0,88.8,59079
0.0,0.0,0.0,100.0,59081
70.0,0.0,66.7,79.1,59082
0.0,0.0,34.2,94.0,59085
5.1,1.4,24.6,84.2,59086
1.0,0.3,56.4,68.4,59087
18.5,1.3,45.7,92.2,59088
21.3,1.8,26.8,54.7,59089
11.2,1.4,35.3,78.9,59101
8.4,0.8,27.0,88.1,59102
8.4,1.4,30.9,87.9,59105
2.3,2.0,24.5,89.9,59106
17.7,0.1,40.5,74.7,59201
0.0,0.0,23.9,97.6,59211
0.0,0.0,32.2,88.7,59212
27.4,3.1,50.3,61.3,59213
14.8,0.0,39.0,100.0,59214
6.8,0.3,45.6,92.5,59215
0.0,0.0,35.4,90.0,59217
4.6,0.0,27.7,95.0,59218
0.0,0.0,21.2,96.9,59219
8.8,0.4,40.0,83.0,59221
2.9,0.0,43.2,85.2,59222
0.0,0.0,42.4,96.9,59223
19.8,4.9,40.0,70.1,59225
4.7,0.0,31.7,81.2,59226
9.7,0.0,35.3,90.7,59230
4.7,0.0,52.2,87.2,59231
0.0,0.0,54.5,100.0,59240
4.3,1.8,27.3,92.5,59241
0.0,3.0,8.5,97.1,59242
7.5,0.0,36.8,87.2,59243
30.0,0.0,26.9,76.9,59244
6.3,0.0,30.4,88.8,59247
8.5,0.0,46.0,82.9,59248
4.1,5.5,46.2,95.7,59250
27.8,0.0,22.5,93.5,59252
7.3,8.0,30.2,78.6,59253
3.4,0.2,32.1,91.1,59254
32.3,0.2,40.7,61.3,59255
0.0,0.0,67.3,63.5,59256
0.0,0.0,0.0,100.0,59257
5.7,0.0,33.3,80.2,59258
3.8,0.3,38.2,87.8,59259
0.0,0.0,24.1,60.0,59260
14.0,0.0,37.4,82.7,59261
14.7,1.1,45.0,84.7,59262
1.2,1.3,29.7,94.6,59263
6.7,1.1,37.1,79.6,59270
9.2,0.8,44.9,89.1,59274
6.3,0.0,30.6,96.5,59275
0.0,0.0,100.0,100.0,59276
8.3,0.6,29.5,88.8,59301
1.7,0.0,29.5,81.4,59311
0.0,0.0,15.4,81.0,59312
6.6,0.1,39.7,86.4,59313
0.0,0.0,30.9,90.4,59314
7.0,0.0,20.4,86.8,59315
4.3,0.0,30.0,84.5,59317
5.3,0.0,44.6,89.3,59318
28.6,0.0,31.0,100.0,59322
6.7,0.3,27.5,90.6,59323
9.9,0.6,41.6,79.2,59324
29.3,1.0,34.1,83.3,59326
5.4,1.1,33.0,87.0,59327
8.6,0.0,36.3,88.2,59330
2.0,0.0,35.2,76.4,59332
0.0,0.0,30.8,89.5,59333
8.2,0.0,27.7,93.2,59336
7.2,0.0,45.1,82.1,59337
16.2,3.0,18.5,94.9,59338
15.0,0.0,22.0,100.0,59339
10.0,0.0,21.7,82.4,59343
1.8,2.6,30.9,94.7,59344
0.0,1.0,64.0,84.1,59347
8.2,1.2,47.7,88.5,59349
11.8,0.0,20.7,89.2,59351
12.2,0.0,37.4,84.5,59353
0.0,0.0,9.4,100.0,59354
17.5,2.0,41.0,82.9,49336
16.5,1.0,42.3,89.3,49337
4.5,0.1,37.0,87.7,49338
4.0,0.7,45.9,90.8,49339
9.4,1.0,37.1,93.3,49340
3.6,0.7,20.6,96.3,49341
11.0,0.3,43.8,91.8,49342
15.4,0.3,37.7,92.9,49343
2.4,0.7,41.3,90.2,49344
11.4,1.0,35.1,93.1,49345
6.6,2.1,31.3,86.8,49346
7.3,0.3,36.7,97.3,49347
6.7,1.0,37.3,93.5,49348
18.0,0.7,44.0,89.6,49349
7.7,1.6,28.0,94.0,49401
14.5,0.7,43.1,89.6,49402
2.0,0.2,40.2,94.5,49403
9.5,0.3,35.9,91.2,49404
5.8,4.0,44.3,82.7,49405
1.5,0.4,20.6,90.8,49406
13.3,4.3,37.1,87.4,49408
20.3,0.3,38.0,85.3,49410
9.6,0.4,33.0,92.1,49411
10.2,1.1,37.7,90.6,49412
2.7,0.6,32.6,94.0,49415
4.1,1.2,25.8,92.1,49417
5.7,3.1,26.9,93.1,49418
2.6,0.7,40.7,94.9,49419
17.6,6.3,37.1,85.3,49420
17.1,0.9,42.0,88.2,49421
10.3,6.7,29.3,91.9,49423
8.7,8.9,29.0,91.6,49424
20.5,3.2,34.1,82.5,49425
4.6,0.9,27.8,96.2,49426
4.7,0.6,28.3,96.4,49428
11.7,0.7,32.9,89.2,49431
-666666666.0,0.0,33.3,100.0,49434
3.3,0.5,40.7,90.7,49435
12.4,1.8,30.6,92.7,49436
10.5,0.6,34.0,92.6,49437
27.2,1.0,19.5,86.0,49440
11.0,0.8,30.0,91.9,49441
24.9,1.1,39.4,89.2,49442
21.5,0.9,41.3,90.1,49444
5.8,0.6,27.7,92.3,49445
12.1,1.0,31.2,93.7,49446
10.1,0.3,33.5,89.4,49448
7.0,1.0,25.5,92.2,49449
24.7,12.4,44.4,81.6,49450
9.8,1.8,41.4,93.0,49451
12.4,4.5,44.9,84.4,49452
10.2,0.3,21.7,93.1,49453
14.4,1.0,33.6,86.7,49454
15.4,7.2,30.5,84.8,49455
5.5,1.2,23.0,91.0,49456
11.3,0.3,35.6,93.4,49457
0.0,0.0,68.3,85.5,49458
17.0,7.2,40.4,80.9,49459
2.6,3.5,29.9,93.1,49460
5.8,0.4,28.8,93.2,49461
5.1,3.2,31.6,95.2,49464
24.4,10.2,20.2,84.2,49503
14.3,4.1,29.0,88.3,49504
14.0,2.9,23.6,89.1,49505
7.4,2.6,11.2,93.2,49506
28.2,16.0,25.7,83.3,49507
10.8,8.8,25.6,90.7,49508
13.8,15.7,34.7,84.3,49509
7.3,12.9,25.8,90.1,49512
8.9,5.6,31.3,87.6,49519
6.7,1.2,25.4,93.0,49525
8.0,1.3,27.9,94.0,49534
9.7,1.1,28.9,89.1,49544
5.4,5.1,16.0,95.1,49546
17.1,7.9,36.1,86.2,49548
10.6,0.7,37.0,90.7,49601
0.0,0.0,51.7,78.9,49611
18.7,0.4,37.6,84.3,49612
10.3,0.0,25.4,89.4,49613
5.2,2.0,38.0,84.1,49614
8.9,0.4,28.9,89.8,49615
5.8,0.4,17.9,95.9,53058
2.4,0.0,44.9,95.4,53059
7.1,1.1,36.3,94.5,53061
3.1,1.8,38.5,95.0,53063
4.5,2.6,42.9,96.6,53065
3.7,0.9,24.5,96.2,53066
8.9,0.0,21.4,98.1,53069
3.9,0.2,39.1,96.5,53070
2.5,0.6,21.3,96.8,53072
8.9,1.7,31.6,95.5,53073
2.4,1.0,28.4,93.6,53074
5.8,1.4,35.7,95.7,53075
3.8,0.0,21.6,93.4,53076
4.4,1.4,45.7,96.7,53078
5.0,0.4,46.4,95.5,53079
5.5,1.3,32.7,92.5,53080
10.7,7.9,38.8,89.8,53081
4.2,3.4,33.9,94.6,53083
2.4,1.1,37.9,94.4,53085
4.5,1.6,32.0,96.4,53086
6.4,0.0,50.2,90.8,53088
2.7,0.7,26.8,96.0,53089
4.4,1.7,34.6,94.4,53090
2.8,0.7,42.4,95.2,53091
2.9,3.0,15.7,97.2,53092
6.3,0.8,34.3,95.4,53093
10.4,2.1,38.2,93.1,53094
3.8,1.3,29.6,94.7,53095
3.4,1.7,16.7,98.4,53097
4.4,0.4,33.9,95.8,53098
1.6,0.4,27.1,96.3,53103
3.1,1.3,36.3,90.5,53104
6.5,1.3,38.3,92.3,53105
3.7,1.1,42.2,95.6,53108
11.1,4.6,32.8,89.2,53110
6.5,7.1,41.4,85.0,53114
8.3,8.4,34.3,87.4,53115
1.9,0.7,33.3,95.5,53118
2.3,0.8,34.5,97.5,53119
9.4,0.7,33.2,92.2,53120
3.8,2.7,30.8,93.9,53121
0.9,2.5,11.0,99.0,53122
2.6,0.7,16.9,97.1,53125
4.9,1.2,32.0,94.9,53126
8.8,3.5,37.6,91.1,53128
5.6,2.4,26.5,94.3,53129
3.0,2.3,25.0,97.8,53130
4.4,4.3,24.9,95.6,53132
9.6,0.8,35.7,94.5,53137
3.5,0.3,31.7,92.4,53139
16.6,4.5,34.3,87.5,53140
6.2,3.8,28.4,94.8,53142
22.8,4.4,37.1,87.4,53143
13.9,5.4,30.6,88.8,53144
2.6,1.9,29.4,95.0,53146
8.2,7.0,29.3,89.4,53147
3.3,1.3,30.9,96.5,53149
1.4,1.0,31.1,97.1,53150
2.9,2.3,21.9,96.4,53151
1.3,1.2,29.7,96.9,53153
4.4,5.5,30.9,93.6,53154
2.5,1.0,37.4,93.6,53156
1.9,3.5,27.4,93.0,53158
0.0,0.0,51.1,97.4,53167
5.5,0.4,34.7,92.2,53168
4.6,1.8,32.0,94.7,53170
9.4,3.4,35.7,91.1,53172
4.6,2.2,36.3,92.6,53177
4.7,0.3,46.4,93.0,53178
8.3,1.5,38.3,90.6,53179
6.4,0.8,32.9,91.6,53181
4.5,0.4,33.0,92.9,53182
3.8,2.4,23.2,94.5,53183
10.6,6.7,34.9,90.1,53184
3.1,0.9,32.1,95.2,53185
10.2,6.3,25.3,91.0,53186
5.4,3.0,25.6,94.5,53188
4.8,1.4,24.5,95.7,53189
13.7,4.0,24.7,90.6,53190
4.1,1.6,23.1,93.8,53191
0.0,0.0,80.2,100.0,53192
5.8,0.5,32.4,94.1,56343
5.9,0.5,36.0,93.0,56345
11.0,7.7,36.3,87.8,56347
2.9,0.3,30.4,94.7,56349
12.7,1.3,43.0,88.9,56350
7.2,8.7,35.0,90.3,56352
8.8,0.3,34.3,92.0,56353
8.3,0.8,35.1,92.7,56354
1.5,2.7,39.7,88.1,56355
12.8,0.6,57.0,95.4,56356
1.4,0.4,50.9,95.2,56357
8.7,1.2,43.8,90.2,56358
18.3,1.1,39.5,89.3,56359
7.4,0.5,37.6,93.6,56360
8.1,0.3,41.2,92.4,56361
5.2,1.6,38.7,95.0,56362
21.4,0.0,31.7,81.8,56363
7.5,0.8,42.3,92.5,56364
3.1,0.2,31.0,94.4,56367
6.8,0.8,40.1,96.5,56368
32.7,31.8,36.6,68.8,56369
8.0,0.0,55.0,90.1,56371
7.3,0.3,32.4,95.9,56373
7.2,2.7,27.0,97.3,56374
0.7,0.6,35.8,94.2,56375
9.7,2.3,49.8,94.0,56376
1.4,0.5,19.9,94.7,56377
3.6,3.3,41.1,91.1,56378
14.0,0.8,27.3,92.3,56379
4.6,0.6,33.9,93.9,56381
8.9,2.7,45.8,91.1,56382
11.2,4.4,35.9,94.8,56384
8.4,0.1,37.6,94.0,56385
11.2,0.3,48.6,92.1,56386
12.3,9.0,27.2,92.9,56387
0.0,0.0,26.4,92.4,56389
10.2,0.5,31.1,91.4,56401
6.9,0.5,25.8,96.8,56425
6.6,0.4,38.8,94.2,56431
7.0,0.2,35.7,93.7,56433
17.2,19.1,29.0,57.9,56434
10.9,0.1,39.2,86.9,56435
30.4,0.0,50.0,87.5,56436
16.2,10.4,33.3,70.2,56437
7.5,1.0,35.5,88.5,56438
13.7,4.5,41.8,83.8,56440
11.6,0.2,40.9,90.8,56441
2.5,0.2,29.9,97.4,56442
6.1,0.1,35.0,88.1,56443
7.0,0.3,37.4,93.9,56444
10.6,4.9,38.8,80.4,56446
4.3,0.8,31.5,92.0,56447
5.7,0.0,30.7,90.7,56448
2.7,0.7,37.1,95.2,56449
9.6,0.9,34.1,92.3,56450
10.9,0.4,33.8,93.4,56452
9.5,0.6,42.4,91.3,56453
16.9,0.0,34.0,90.7,56455
14.3,0.0,44.4,90.0,56456
0.0,0.0,39.2,95.0,56458
7.4,0.3,29.8,92.5,56461
10.4,1.3,42.1,91.4,56464
5.3,0.2,29.3,92.8,56465
13.3,1.2,37.3,91.3,56466
5.2,0.4,31.0,92.7,56467
2.5,0.5,24.6,95.5,56468
3.1,0.9,41.4,92.8,56469
6.1,0.5,31.4,90.7,56470
5.8,0.3,30.4,91.5,56472
6.6,0.8,35.4,93.1,56473
9.6,0.2,39.5,89.0,56474
5.2,0.1,38.7,90.0,56475
10.5,1.1,38.7,92.6,56477
8.7,0.5,32.0,93.4,56479
9.9,1.3,39.2,92.5,56481
14.7,0.8,40.8,89.3,56482
20.3,0.6,31.3,90.9,56484
7.6,1.7,30.8,92.0,56501
8.2,1.3,39.5,92.4,56510
4.0,0.4,30.9,92.2,56511
2.1,0.2,33.0,96.1,56514
50.0,0.0,53.2,75.8,59546
0.0,0.0,61.9,57.1,59547
9.7,0.4,19.9,91.4,59601
6.8,0.5,24.3,90.5,59602
24.6,3.1,24.2,71.4,59631
11.6,0.0,33.7,82.8,59632
3.7,0.0,30.3,87.2,59633
2.8,0.3,21.3,96.1,59634
7.7,0.5,33.4,86.9,59635
-666666666.0,0.0,-666666666.0,-666666666.0,59636
7.7,0.0,30.8,91.0,59638
17.0,0.0,33.0,77.1,59639
0.0,0.0,30.5,84.2,59640
0.0,0.0,40.6,93.8,59642
10.6,0.0,71.2,73.1,59643
10.1,0.2,37.0,86.2,59644
6.2,0.4,40.7,84.9,59645
0.0,0.0,18.2,100.0,59647
12.1,0.0,43.2,90.1,59648
13.9,1.0,35.0,84.2,59701
0.0,0.0,10.5,100.0,59703
2.8,0.0,44.0,93.0,59710
8.1,0.7,39.0,86.4,59711
10.1,0.0,32.1,90.9,59713
8.4,0.5,29.3,84.3,59714
7.5,1.8,12.0,91.3,59715
3.1,4.0,15.4,86.1,59716
4.1,0.4,18.1,88.5,59718
0.0,0.0,19.6,100.0,59720
3.0,0.0,29.7,89.2,59721
11.1,0.4,38.2,87.1,59722
35.3,0.0,58.1,86.5,59724
8.1,2.0,28.1,89.6,59725
11.0,0.0,31.5,85.7,59727
7.0,0.0,31.0,86.0,59728
8.4,0.0,36.2,84.5,59729
4.6,0.2,24.6,85.9,59730
0.0,0.0,53.1,90.5,59731
5.6,2.5,45.2,90.7,59732
7.1,0.4,34.9,62.6,59733
3.4,0.0,48.8,77.0,59735
0.0,0.0,26.2,75.6,59736
17.0,0.0,41.9,82.3,59739
16.0,0.0,56.3,64.2,59740
3.6,0.3,30.3,87.1,59741
13.8,0.0,47.9,85.1,59743
0.0,0.0,22.3,97.8,59745
12.0,0.0,31.6,92.4,59746
0.0,0.0,44.8,89.0,59747
4.6,4.2,31.3,85.5,59748
6.5,0.5,31.8,83.6,59749
4.5,0.0,33.2,83.4,59750
50.0,0.0,24.0,69.9,59751
5.5,0.3,35.8,89.7,59752
5.3,11.6,42.1,90.6,59754
15.6,2.0,26.6,74.0,59755
-666666666.0,0.0,39.7,49.4,59756
6.3,3.0,32.4,73.2,59758
11.2,0.2,36.4,87.9,59759
6.9,0.0,34.0,78.4,59760
1.2,3.8,39.6,81.2,59761
13.3,0.0,37.2,77.6,59762
12.5,2.0,21.5,87.8,59801
10.8,2.1,19.4,81.2,59802
6.0,0.8,14.3,87.8,59803
8.2,0.9,24.9,84.5,59804
7.5,0.4,25.4,86.5,59808
6.0,0.2,33.3,81.6,59820
15.0,0.5,30.4,80.4,59821
8.4,0.2,32.7,81.0,59823
12.6,2.4,30.1,78.2,59824
8.6,1.0,40.5,75.8,59825
10.7,0.0,33.6,79.9,59826
4.4,0.0,35.4,69.6,59827
14.2,0.4,25.6,86.4,59828
11.3,0.7,36.0,78.8,59829
100.0,0.0,0.0,100.0,59830
31.3,0.4,31.7,67.9,59831
11.4,0.0,36.5,87.6,59832
5.1,0.6,30.8,89.5,59833
0.0,0.0,37.8,96.5,59834
10.0,0.3,41.1,84.9,49616
7.1,1.1,32.1,84.4,49617
9.9,0.4,48.8,92.4,49618
10.2,0.0,39.8,85.8,49619
9.3,0.6,37.6,84.0,49620
5.4,0.5,27.0,92.1,49621
7.7,0.0,38.7,88.0,49622
18.5,0.3,48.4,88.1,49623
5.6,0.5,42.2,85.4,49625
7.0,0.0,54.4,91.4,49626
0.0,0.0,57.1,88.9,49627
1.4,0.0,48.9,85.1,49628
12.7,2.3,23.8,91.4,49629
5.1,0.2,20.0,94.4,49630
16.7,1.5,49.8,89.2,49631
12.9,2.3,45.3,86.5,49632
13.4,0.7,37.4,86.8,49633
23.7,0.0,61.1,90.2,49634
5.3,0.5,29.4,92.1,49635
0.0,2.2,13.6,90.5,49636
3.0,4.1,37.2,91.0,49637
11.5,0.2,37.7,90.3,49638
13.6,0.4,39.3,89.1,49639
3.4,2.9,36.0,86.3,49640
28.6,0.0,30.9,87.1,49642
8.9,2.6,31.5,84.2,49643
16.1,0.2,40.4,89.8,49644
13.8,0.3,39.8,81.6,49645
10.2,0.5,44.7,86.6,49646
3.2,3.8,21.6,91.3,49648
6.1,0.6,42.5,92.2,49649
1.8,0.9,32.3,89.8,49650
16.4,0.4,42.5,89.1,49651
6.7,2.6,24.5,89.7,49653
0.0,1.6,8.5,95.9,49654
11.2,2.4,46.4,81.9,49655
20.7,0.0,43.3,88.1,49656
5.3,1.9,41.3,87.2,49657
16.1,0.6,42.8,85.9,49659
10.8,1.0,36.5,90.6,49660
11.0,2.3,42.4,82.9,49663
2.4,0.8,33.4,84.2,49664
15.6,1.3,43.6,84.3,49665
0.0,0.0,100.0,100.0,49666
23.0,0.9,47.0,77.7,49667
21.0,0.4,40.8,86.7,49668
8.4,3.5,17.5,92.3,49670
0.0,11.1,36.0,84.1,49674
8.3,0.2,25.3,95.0,49675
9.4,0.5,33.4,90.8,49676
17.3,0.3,43.8,87.5,49677
15.1,4.9,40.8,78.6,49679
12.8,0.0,43.0,85.4,49680
12.4,1.3,23.4,89.4,49682
11.7,1.2,36.3,82.9,49683
6.1,1.6,26.9,90.6,49684
7.6,0.8,20.6,90.9,49686
11.1,1.5,42.3,86.4,49688
25.0,0.1,41.9,86.8,49689
2.8,0.4,24.7,91.5,49690
12.7,1.3,29.7,84.5,49701
25.1,0.0,39.4,91.0,49705
10.0,0.7,33.8,86.6,49706
14.2,0.8,32.3,88.5,49707
8.7,0.4,43.0,88.6,49709
0.0,0.0,35.6,93.2,49710
8.0,0.8,31.1,90.8,49712
6.0,1.8,39.5,88.7,49713
10.7,0.6,31.6,91.5,49715
2.0,0.5,32.1,88.4,49716
0.0,0.0,29.7,74.4,49717
2.5,0.6,28.0,90.0,49718
10.7,1.5,38.1,85.8,49719
8.4,0.7,27.0,91.6,49720
15.4,0.5,40.2,87.5,49721
17.3,0.0,1.9,93.5,49722
7.5,0.3,33.2,88.3,49724
5.5,1.8,38.1,90.3,49725
1.2,1.4,39.0,80.3,49726
10.0,1.1,39.8,88.0,49727
15.2,0.8,41.5,89.2,49728
18.5,0.0,47.0,85.4,53195
6.3,3.1,9.3,92.6,53202
0.0,0.5,11.6,80.8,53203
42.3,28.4,29.4,72.4,53204
38.4,4.0,32.7,86.0,53205
44.3,1.6,36.4,87.0,53206
10.8,5.3,27.0,90.0,53207
30.2,6.8,25.6,86.2,53208
24.9,2.3,30.3,89.3,53209
26.6,1.4,34.6,89.5,53210
5.2,3.5,9.3,94.8,53211
35.2,3.2,23.2,85.7,53212
4.0,1.8,15.2,94.9,53213
15.1,4.7,33.3,89.2,53214
28.3,28.5,34.8,76.0,53215
24.4,1.1,33.3,88.0,53216
3.8,3.6,9.9,96.5,53217
26.2,4.7,33.4,88.6,53218
8.9,4.9,32.8,91.8,53219
9.5,6.0,34.9,92.2,53220
12.6,13.1,36.8,88.6,53221
9.8,2.4,24.9,91.9,53222
15.2,4.5,27.9,91.9,53223
25.3,6.4,28.6,90.3,53224
20.1,4.8,32.7,88.9,53225
3.8,2.6,16.9,97.1,53226
7.1,3.7,35.1,92.7,53227
5.7,2.9,29.3,94.9,53228
52.4,5.1,24.9,89.1,53233
9.1,5.7,28.4,91.4,53235
-666666666.0,0.0,37.3,94.6,53295
9.7,2.8,27.7,90.4,53402
14.0,5.3,28.0,88.0,53403
26.6,10.1,32.8,81.3,53404
11.2,2.7,30.2,91.0,53405
7.2,1.9,27.5,92.9,53406
0.0,0.0,100.0,100.0,53501
5.1,1.8,40.9,92.2,53502
5.1,0.9,37.2,94.7,53503
6.0,0.9,47.5,93.3,53504
2.3,0.0,56.8,89.2,53505
10.2,0.9,46.1,92.8,53506
3.5,0.5,28.1,98.2,53507
2.8,0.2,31.0,95.1,53508
6.9,6.1,38.3,90.8,53510
17.8,6.0,37.7,88.4,53511
7.2,0.4,35.4,96.2,53515
3.9,0.3,37.3,92.9,53516
3.1,1.8,32.2,93.8,53517
9.5,0.7,41.6,90.3,53518
5.1,1.7,41.0,92.5,53520
1.5,0.7,30.1,97.3,53521
4.6,0.0,43.4,93.1,53522
5.6,0.7,30.0,94.9,53523
5.8,4.3,38.8,91.7,53525
4.0,0.0,37.0,96.7,53526
4.4,3.1,21.8,97.5,53527
4.0,0.2,28.0,95.7,53528
3.0,4.2,38.6,95.0,53529
8.4,3.7,39.8,87.1,53530
3.3,0.6,29.1,96.3,53531
3.4,2.2,25.0,96.3,53532
5.6,1.1,36.1,93.7,53533
4.7,0.9,35.4,93.0,53534
5.4,0.7,32.1,93.3,53536
12.5,0.0,46.2,91.0,53537
7.2,3.3,36.2,92.2,53538
0.0,0.0,28.3,95.9,53540
11.8,1.7,44.0,92.9,53541
6.5,0.5,44.1,93.6,53543
6.4,0.8,42.5,89.7,53544
